Number of epochs,Repair level,Batch size,Learning rate,Clipping Norm,Noise multiplier,Classification error,Privacy budget,Fairness before,Fairness after
63,0.3333333333333333,32,0.01,0.7333333333333333,5.0,0.1578947368421053,0.2707548725606357,0.13181498648217965,0.01080437407087855
95,0.3333333333333333,32,0.01,0.7333333333333333,1.0,0.15406698564593302,2.6539345687664406,0.13181498648217965,0.013576211146674828
95,0.3333333333333333,32,0.01,0.7333333333333333,2.333333333333333,0.1578947368421053,0.8094686455454382,0.13181498648217965,0.010930068721549847
95,0.3333333333333333,32,0.01,0.7333333333333333,3.6666666666666665,0.1559808612440191,0.4792809179355021,0.13181498648217965,0.011000411837417188
95,0.3333333333333333,32,0.01,0.7333333333333333,5.0,0.16236044657097293,0.3386302422943235,0.13181498648217965,0.002741073158130944
128,0.3333333333333333,32,0.01,0.7333333333333333,1.0,0.14992025518341312,3.142251176174475,0.13181498648217965,0.016986684244920322
128,0.3333333333333333,32,0.01,0.7333333333333333,2.333333333333333,0.1473684210526316,0.9531464113349591,0.13181498648217965,0.0190663050921883
128,0.3333333333333333,32,0.01,0.7333333333333333,3.6666666666666665,0.15279106858054226,0.5638944978336531,0.13181498648217965,0.01683398997881254
128,0.3333333333333333,32,0.01,0.7333333333333333,5.0,0.15279106858054226,0.39833649422796635,0.13181498648217965,0.011169325702110988
30,0.3333333333333333,32,0.01,1.3666666666666667,1.0,0.1636363636363637,1.395005728087353,0.13181498648217965,0.0
30,0.3333333333333333,32,0.01,1.3666666666666667,2.333333333333333,0.1620414673046252,0.4314595555050427,0.13181498648217965,0.0028199627434890417
30,0.3333333333333333,32,0.01,1.3666666666666667,3.6666666666666665,0.16108452950558216,0.2558052681764029,0.13181498648217965,0.004225706966913726
30,0.3333333333333333,32,0.01,1.3666666666666667,5.0,0.16459330143540674,0.1807069593821481,0.13181498648217965,0.00033408232691614886
63,0.3333333333333333,32,0.01,1.3666666666666667,1.0,0.14417862838915474,2.1070501409453377,0.13181498648217965,0.026781360244996645
63,0.3333333333333333,32,0.01,1.3666666666666667,2.333333333333333,0.15087719298245617,0.6466550377397472,0.13181498648217965,0.023864785442389187
63,0.3333333333333333,32,0.01,1.3666666666666667,3.6666666666666665,0.14928229665071768,0.38317709161573044,0.13181498648217965,0.023624093206199025
63,0.3333333333333333,32,0.01,1.3666666666666667,5.0,0.15438596491228074,0.2707548725606357,0.13181498648217965,0.022192378186074162
95,0.3333333333333333,32,0.01,1.3666666666666667,1.0,0.1435406698564593,2.6539345687664406,0.13181498648217965,0.03788544451668331
95,0.3333333333333333,32,0.01,1.3666666666666667,2.333333333333333,0.1476874003189793,0.8094686455454382,0.13181498648217965,0.034964052204204184
95,0.3333333333333333,32,0.01,1.3666666666666667,3.6666666666666665,0.1432216905901117,0.4792809179355021,0.13181498648217965,0.03761394996237463
95,0.3333333333333333,32,0.01,1.3666666666666667,5.0,0.15661881977671455,0.3386302422943235,0.13181498648217965,0.009262035851561063
128,0.3333333333333333,32,0.01,1.3666666666666667,1.0,0.14481658692185007,3.142251176174475,0.13181498648217965,0.03902934139019194
128,0.3333333333333333,32,0.01,1.3666666666666667,2.333333333333333,0.14449760765550235,0.9531464113349591,0.13181498648217965,0.048296791952773026
128,0.3333333333333333,32,0.01,1.3666666666666667,3.6666666666666665,0.1454545454545455,0.5638944978336531,0.13181498648217965,0.03332792209532094
128,0.3333333333333333,32,0.01,1.3666666666666667,5.0,0.14800637958532692,0.39833649422796635,0.13181498648217965,0.04161490116362367
30,0.3333333333333333,32,0.01,2.0,1.0,0.15023923444976073,1.395005728087353,0.13181498648217965,0.0227576124058403
30,0.3333333333333333,32,0.01,2.0,2.333333333333333,0.1476874003189793,0.4314595555050427,0.13181498648217965,0.016052224941650407
30,0.3333333333333333,32,0.01,2.0,3.6666666666666665,0.1578947368421053,0.2558052681764029,0.13181498648217965,0.01667417681674846
30,0.3333333333333333,32,0.01,2.0,5.0,0.1578947368421053,0.1807069593821481,0.13181498648217965,0.007643865682355167
63,0.3333333333333333,32,0.01,2.0,1.0,0.14481658692185007,2.1070501409453377,0.13181498648217965,0.03732306765164564
63,0.3333333333333333,32,0.01,2.0,2.333333333333333,0.14800637958532692,0.6466550377397472,0.13181498648217965,0.028976986771235766
63,0.3333333333333333,32,0.01,2.0,3.6666666666666665,0.14704944178628387,0.38317709161573044,0.13181498648217965,0.04952995219096605
63,0.3333333333333333,32,0.01,2.0,5.0,0.1598086124401914,0.2707548725606357,0.13181498648217965,0.004938394868407042
95,0.3333333333333333,32,0.01,2.0,1.0,0.1432216905901117,2.6539345687664406,0.13181498648217965,0.03820958181410927
95,0.3333333333333333,32,0.01,2.0,2.333333333333333,0.14641148325358855,0.8094686455454382,0.13181498648217965,0.040597385124820265
95,0.3333333333333333,32,0.01,2.0,3.6666666666666665,0.1473684210526316,0.4792809179355021,0.13181498648217965,0.0753546863272296
95,0.3333333333333333,32,0.01,2.0,5.0,0.15247208931419454,0.3386302422943235,0.13181498648217965,0.034513024366170104
128,0.3333333333333333,32,0.01,2.0,1.0,0.1435406698564593,3.142251176174475,0.13181498648217965,0.05074855184755958
128,0.3333333333333333,32,0.01,2.0,2.333333333333333,0.14035087719298245,0.9531464113349591,0.13181498648217965,0.052478466597439
128,0.3333333333333333,32,0.01,2.0,3.6666666666666665,0.14992025518341312,0.5638944978336531,0.13181498648217965,0.06942546864784502
128,0.3333333333333333,32,0.01,2.0,5.0,0.15247208931419454,0.39833649422796635,0.13181498648217965,0.04246290532872874
30,0.6666666666666666,32,0.01,0.1,1.0,0.1636363636363637,1.395005728087353,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.4314595555050427,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.2558052681764029,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.1,5.0,0.1636363636363637,0.1807069593821481,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.1,1.0,0.1636363636363637,2.1070501409453377,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.6466550377397472,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.38317709161573044,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.1,5.0,0.1636363636363637,0.2707548725606357,0.13181498648217965,0.0
95,0.6666666666666666,32,0.01,0.1,1.0,0.1636363636363637,2.6539345687664406,0.13181498648217965,0.0
95,0.6666666666666666,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.8094686455454382,0.13181498648217965,0.0
95,0.6666666666666666,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.4792809179355021,0.13181498648217965,0.0
95,0.6666666666666666,32,0.01,0.1,5.0,0.1636363636363637,0.3386302422943235,0.13181498648217965,0.0
128,0.6666666666666666,32,0.01,0.1,1.0,0.1636363636363637,3.142251176174475,0.13181498648217965,0.0
128,0.6666666666666666,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.9531464113349591,0.13181498648217965,0.0
128,0.6666666666666666,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.5638944978336531,0.13181498648217965,0.0
128,0.6666666666666666,32,0.01,0.1,5.0,0.1636363636363637,0.39833649422796635,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.1636363636363637,1.395005728087353,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.1636363636363637,0.4314595555050427,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1636363636363637,0.2558052681764029,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.1636363636363637,0.1807069593821481,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.1636363636363637,2.1070501409453377,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.1620414673046252,0.6466550377397472,0.13181498648217965,0.0048713998341162554
63,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1636363636363637,0.38317709161573044,0.13181498648217965,0.0
63,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.1636363636363637,0.2707548725606357,0.13181498648217965,0.0
95,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.1578947368421053,2.6539345687664406,0.13181498648217965,0.006545327022935638
95,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.14864433811802236,0.8094686455454382,0.13181498648217965,0.020109459960619115
95,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.15948963317384368,0.4792809179355021,0.13181498648217965,0.003950026857936437
95,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.15406698564593302,0.3386302422943235,0.13181498648217965,0.010867882382703115
128,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.14896331738436996,3.142251176174475,0.13181498648217965,0.018296653981464583
128,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.14513556618819778,0.9531464113349591,0.13181498648217965,0.0279942244278674
128,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1432216905901117,0.5638944978336531,0.13181498648217965,0.030651446522312706
128,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.1435406698564593,0.39833649422796635,0.13181498648217965,0.023736468598018853
30,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.16427432216905902,1.395005728087353,0.13181498648217965,0.0017014449237615517
30,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.1636363636363637,0.4314595555050427,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.1636363636363637,0.2558052681764029,0.13181498648217965,0.0
30,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.16299840510366825,0.1807069593821481,0.13181498648217965,0.002098321512766374
63,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.15119617224880377,2.1070501409453377,0.13181498648217965,0.021432473909051147
63,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.14704944178628387,0.6466550377397472,0.13181498648217965,0.023860813830487854
63,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.14194577352472093,0.38317709161573044,0.13181498648217965,0.03646827415260696
63,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.14832535885167464,0.2707548725606357,0.13181498648217965,0.023132715491503336
95,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.1432216905901117,2.6539345687664406,0.13181498648217965,0.032371488356624914
95,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.14673046251993616,0.8094686455454382,0.13181498648217965,0.03951447684651042
95,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.14641148325358855,0.4792809179355021,0.13181498648217965,0.04003625573025736
95,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.15215311004784693,0.3386302422943235,0.13181498648217965,0.015644924074076492
128,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.1435406698564593,3.142251176174475,0.13181498648217965,0.03960535239424076
128,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.1413078149920255,0.9531464113349591,0.13181498648217965,0.04503425011093166
128,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.1537480063795853,0.5638944978336531,0.13181498648217965,0.016917989543380283
128,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.14864433811802236,0.39833649422796635,0.13181498648217965,0.034807575312646735
30,0.6666666666666666,32,0.01,2.0,1.0,0.14290271132376398,1.395005728087353,0.13181498648217965,0.028732294627957893
30,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.15023923444976073,0.4314595555050427,0.13181498648217965,0.020402009404736205
30,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.15055821371610845,0.2558052681764029,0.13181498648217965,0.029475123762679745
30,0.6666666666666666,32,0.01,2.0,5.0,0.14896331738436996,0.1807069593821481,0.13181498648217965,0.03302644930709854
63,0.6666666666666666,32,0.01,2.0,1.0,0.14290271132376398,2.1070501409453377,0.13181498648217965,0.042500358698118856
63,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.14449760765550235,0.6466550377397472,0.13181498648217965,0.038933610269965106
63,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.1457735247208931,0.38317709161573044,0.13181498648217965,0.027006860860190485
63,0.6666666666666666,32,0.01,2.0,5.0,0.15087719298245617,0.2707548725606357,0.13181498648217965,0.024729945398762332
95,0.6666666666666666,32,0.01,2.0,1.0,0.1432216905901117,2.6539345687664406,0.13181498648217965,0.036708557448728696
95,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.1435406698564593,0.8094686455454382,0.13181498648217965,0.04475747785302402
95,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.15087719298245617,0.4792809179355021,0.13181498648217965,0.015163189347832909
95,0.6666666666666666,32,0.01,2.0,5.0,0.15119617224880377,0.3386302422943235,0.13181498648217965,0.02535466930255509
128,0.6666666666666666,32,0.01,2.0,1.0,0.1416267942583732,3.142251176174475,0.13181498648217965,0.04676469430798284
128,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.14417862838915474,0.9531464113349591,0.13181498648217965,0.037455383146751266
128,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.15215311004784693,0.5638944978336531,0.13181498648217965,0.04955251389500407
128,0.6666666666666666,32,0.01,2.0,5.0,0.15470494417862835,0.39833649422796635,0.13181498648217965,0.08718453013366262
30,1.0,32,0.01,0.1,1.0,0.1636363636363637,1.395005728087353,0.13181498648217965,0.0
30,1.0,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.4314595555050427,0.13181498648217965,0.0
30,1.0,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.2558052681764029,0.13181498648217965,0.0
30,1.0,32,0.01,0.1,5.0,0.1636363636363637,0.1807069593821481,0.13181498648217965,0.0
63,1.0,32,0.01,0.1,1.0,0.1636363636363637,2.1070501409453377,0.13181498648217965,0.0
63,1.0,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.6466550377397472,0.13181498648217965,0.0
63,1.0,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.38317709161573044,0.13181498648217965,0.0
63,1.0,32,0.01,0.1,5.0,0.1636363636363637,0.2707548725606357,0.13181498648217965,0.0
95,1.0,32,0.01,0.1,1.0,0.1636363636363637,2.6539345687664406,0.13181498648217965,0.0
95,1.0,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.8094686455454382,0.13181498648217965,0.0
95,1.0,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.4792809179355021,0.13181498648217965,0.0
95,1.0,32,0.01,0.1,5.0,0.1636363636363637,0.3386302422943235,0.13181498648217965,0.0
128,1.0,32,0.01,0.1,1.0,0.1636363636363637,3.142251176174475,0.13181498648217965,0.0
128,1.0,32,0.01,0.1,2.333333333333333,0.1636363636363637,0.9531464113349591,0.13181498648217965,0.0
128,1.0,32,0.01,0.1,3.6666666666666665,0.1636363636363637,0.5638944978336531,0.13181498648217965,0.0
128,1.0,32,0.01,0.1,5.0,0.1636363636363637,0.39833649422796635,0.13181498648217965,0.0
30,1.0,32,0.01,0.7333333333333333,1.0,0.1636363636363637,1.395005728087353,0.13181498648217965,0.0
30,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.1636363636363637,0.4314595555050427,0.13181498648217965,0.0
30,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.1636363636363637,0.2558052681764029,0.13181498648217965,0.0
30,1.0,32,0.01,0.7333333333333333,5.0,0.1636363636363637,0.1807069593821481,0.13181498648217965,0.0
63,1.0,32,0.01,0.7333333333333333,1.0,0.1636363636363637,2.1070501409453377,0.13181498648217965,0.0
63,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.1636363636363637,0.6466550377397472,0.13181498648217965,0.0
63,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.1636363636363637,0.38317709161573044,0.13181498648217965,0.0
63,1.0,32,0.01,0.7333333333333333,5.0,0.1639553429027113,0.2707548725606357,0.13181498648217965,0.00273778470289638
95,1.0,32,0.01,0.7333333333333333,1.0,0.15661881977671455,2.6539345687664406,0.13181498648217965,0.0065110347070509115
95,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.15502392344497606,0.8094686455454382,0.13181498648217965,0.010419988545951553
95,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.1636363636363637,0.4792809179355021,0.13181498648217965,0.0
95,1.0,32,0.01,0.7333333333333333,5.0,0.16044657097288673,0.3386302422943235,0.13181498648217965,0.009050665622755439
128,1.0,32,0.01,0.7333333333333333,1.0,0.15023923444976073,3.142251176174475,0.13181498648217965,0.020306007494943327
128,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.14673046251993616,0.9531464113349591,0.13181498648217965,0.02242983865661141
128,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.15119617224880377,0.5638944978336531,0.13181498648217965,0.022000799601458478
128,1.0,32,0.01,0.7333333333333333,5.0,0.15087719298245617,0.39833649422796635,0.13181498648217965,0.02565005719765636
