Number of epochs,Repair level,Batch size,Learning rate,Clipping Norm,Noise multiplier,Classification error,Privacy budget,Fairness before,Fairness after
128,0.6666666666666666,32,0.01,0.1,1.0,0.1785239021394206,1.659886662207223,0.1793872207671221,0.051509714632380355
128,0.6666666666666666,32,0.01,0.1,2.333333333333333,0.18261848705087524,0.5119511814124572,0.1793872207671221,0.05053214717369888
128,0.6666666666666666,32,0.01,0.1,3.6666666666666665,0.19091002149657077,0.30349207643104265,0.1793872207671221,0.0675206158313432
128,0.6666666666666666,32,0.01,0.1,5.0,0.20974511208926194,0.214430532790064,0.1793872207671221,0.0162708470873946
30,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.17709079742041156,0.7469186303720139,0.1793872207671221,0.06392940891422819
30,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.1887603644180571,0.2322663606463094,0.1793872207671221,0.032586771496482564
30,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1910123861193571,0.13759848022257684,0.1793872207671221,0.05908848020870801
30,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.19111475074214357,0.09708006680802381,0.1793872207671221,0.04565834958777728
63,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.17760262053434328,1.121954401612854,0.1793872207671221,0.06601198117646175
63,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.1809806530862934,0.3479269078496843,0.1793872207671221,0.049075867949742544
63,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1849728733749616,0.20626494064071954,0.1793872207671221,0.04282815116304185
63,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.18620124884839795,0.1456623940874506,0.1793872207671221,0.05216159844182723
95,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.18190193469137061,1.4071629267201915,0.1793872207671221,0.047928509246016056
95,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.1796499129900706,0.43516547808691963,0.1793872207671221,0.04595116435661045
95,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1851776026205344,0.25800193692585094,0.1793872207671221,0.057441232789619434
95,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.18640597809397075,0.1822606549042463,0.1793872207671221,0.0493391946373013
128,0.6666666666666666,32,0.01,0.7333333333333333,1.0,0.17524823421025693,1.659886662207223,0.1793872207671221,0.05820444819254027
128,0.6666666666666666,32,0.01,0.7333333333333333,2.333333333333333,0.18139011157743878,0.5119511814124572,0.1793872207671221,0.04670775902790757
128,0.6666666666666666,32,0.01,0.7333333333333333,3.6666666666666665,0.1898863752687071,0.30349207643104265,0.1793872207671221,0.05385613009315042
128,0.6666666666666666,32,0.01,0.7333333333333333,5.0,0.20861910123861194,0.214430532790064,0.1793872207671221,0.01856049329615706
30,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.17657897430647973,0.7469186303720139,0.1793872207671221,0.059500937702202314
30,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.1807759238407206,0.2322663606463094,0.1793872207671221,0.05795281343529572
30,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.18405159176988428,0.13759848022257684,0.1793872207671221,0.05077598731073395
30,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.20288668236257545,0.09708006680802381,0.1793872207671221,0.05737835931696589
63,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.17657897430647973,1.121954401612854,0.1793872207671221,0.0570704718186915
63,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.18323267478759342,0.3479269078496843,0.1793872207671221,0.046335824168393845
63,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.18773671819019344,0.20626494064071954,0.1793872207671221,0.054589340903819075
63,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.19469751253966627,0.1456623940874506,0.1793872207671221,0.05844270061990707
95,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.17944518374449792,1.4071629267201915,0.1793872207671221,0.0494549400518577
95,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.18108301770907975,0.43516547808691963,0.1793872207671221,0.05568096337749345
95,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.18394922714709794,0.25800193692585094,0.1793872207671221,0.06644289219852427
95,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.19131947998771626,0.1822606549042463,0.1793872207671221,0.04587880586418391
128,0.6666666666666666,32,0.01,1.3666666666666667,1.0,0.17729552666598425,1.659886662207223,0.1793872207671221,0.04795579041674923
128,0.6666666666666666,32,0.01,1.3666666666666667,2.333333333333333,0.18036646534957523,0.5119511814124572,0.1793872207671221,0.05716790457130998
128,0.6666666666666666,32,0.01,1.3666666666666667,3.6666666666666665,0.18507523799774794,0.30349207643104265,0.1793872207671221,0.047500462512102784
128,0.6666666666666666,32,0.01,1.3666666666666667,5.0,0.22581635786672127,0.214430532790064,0.1793872207671221,0.004510831235203135
30,0.6666666666666666,32,0.01,2.0,1.0,0.17780734977991608,0.7469186303720139,0.1793872207671221,0.05847218870118151
30,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.18333503941037976,0.2322663606463094,0.1793872207671221,0.06289455569256142
30,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.1834374040331661,0.13759848022257684,0.1793872207671221,0.05537086896867783
30,0.6666666666666666,32,0.01,2.0,5.0,0.20114648377520727,0.09708006680802381,0.1793872207671221,0.022366568780010466
63,0.6666666666666666,32,0.01,2.0,1.0,0.1807759238407206,1.121954401612854,0.1793872207671221,0.055554559054578304
63,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.1825161224280889,0.3479269078496843,0.1793872207671221,0.05642689914043183
63,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.18353976865595245,0.20626494064071954,0.1793872207671221,0.05873603189971799
63,0.6666666666666666,32,0.01,2.0,5.0,0.1992015559422664,0.1456623940874506,0.1793872207671221,0.029588472226265608
95,0.6666666666666666,32,0.01,2.0,1.0,0.17842153751663425,1.4071629267201915,0.1793872207671221,0.06512574224975279
95,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.18937455215477528,0.43516547808691963,0.1793872207671221,0.03645130663190704
95,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.20155594226635276,0.25800193692585094,0.1793872207671221,0.031165568063468874
95,0.6666666666666666,32,0.01,2.0,5.0,0.19776845122325726,0.1822606549042463,0.1793872207671221,0.03967123606711637
128,0.6666666666666666,32,0.01,2.0,1.0,0.17483877571911144,1.659886662207223,0.1793872207671221,0.058343577467725116
128,0.6666666666666666,32,0.01,2.0,2.333333333333333,0.1798546422356434,0.5119511814124572,0.1793872207671221,0.057303136536390076
128,0.6666666666666666,32,0.01,2.0,3.6666666666666665,0.1910123861193571,0.30349207643104265,0.1793872207671221,0.06339834171802822
128,0.6666666666666666,32,0.01,2.0,5.0,0.1845634148838161,0.214430532790064,0.1793872207671221,0.04172925058013574
30,1.0,32,0.01,0.1,1.0,0.1762718804381206,0.7469186303720139,0.1793872207671221,0.052318007356994545
30,1.0,32,0.01,0.1,2.333333333333333,0.18568942573446612,0.2322663606463094,0.1793872207671221,0.03656263822538097
30,1.0,32,0.01,0.1,3.6666666666666665,0.18814617668133893,0.13759848022257684,0.1793872207671221,0.04155504551400824
30,1.0,32,0.01,0.1,5.0,0.22428088852492578,0.09708006680802381,0.1793872207671221,0.030019899759305885
63,1.0,32,0.01,0.1,1.0,0.17596478656976144,1.121954401612854,0.1793872207671221,0.053104606620543796
63,1.0,32,0.01,0.1,2.333333333333333,0.1847681441293889,0.3479269078496843,0.1793872207671221,0.04973216558027191
63,1.0,32,0.01,0.1,3.6666666666666665,0.1851776026205344,0.20626494064071954,0.1793872207671221,0.04163350822708076
63,1.0,32,0.01,0.1,5.0,0.18568942573446612,0.1456623940874506,0.1793872207671221,0.042047139609160844
95,1.0,32,0.01,0.1,1.0,0.17750025591155694,1.4071629267201915,0.1793872207671221,0.047779894951058235
95,1.0,32,0.01,0.1,2.333333333333333,0.19131947998771626,0.43516547808691963,0.1793872207671221,0.05553286559351338
95,1.0,32,0.01,0.1,3.6666666666666665,0.1847681441293889,0.25800193692585094,0.1793872207671221,0.05418233025336273
95,1.0,32,0.01,0.1,5.0,0.18394922714709794,0.1822606549042463,0.1793872207671221,0.040448866821870384
128,1.0,32,0.01,0.1,1.0,0.17637424506090693,1.659886662207223,0.1793872207671221,0.04949170624236386
128,1.0,32,0.01,0.1,2.333333333333333,0.18282321629644793,0.5119511814124572,0.1793872207671221,0.060308713915838766
128,1.0,32,0.01,0.1,3.6666666666666665,0.18302794554202073,0.30349207643104265,0.1793872207671221,0.04625125723467535
128,1.0,32,0.01,0.1,5.0,0.18589415498003892,0.214430532790064,0.1793872207671221,0.0425860014255703
30,1.0,32,0.01,0.7333333333333333,1.0,0.17524823421025693,0.7469186303720139,0.1793872207671221,0.05157427850459742
30,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.1823113931825161,0.2322663606463094,0.1793872207671221,0.04840280719020845
30,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.19336677244344358,0.13759848022257684,0.1793872207671221,0.051681712787966606
30,1.0,32,0.01,0.7333333333333333,5.0,0.19070529225099808,0.09708006680802381,0.1793872207671221,0.03621253769356249
63,1.0,32,0.01,0.7333333333333333,1.0,0.17760262053434328,1.121954401612854,0.1793872207671221,0.047395235139274836
63,1.0,32,0.01,0.7333333333333333,2.333333333333333,0.2016583068891391,0.3479269078496843,0.1793872207671221,0.021525407174994862
63,1.0,32,0.01,0.7333333333333333,3.6666666666666665,0.1865083427167571,0.20626494064071954,0.1793872207671221,0.05373531347990349
63,1.0,32,0.01,0.7333333333333333,5.0,0.19879209745112092,0.1456623940874506,0.1793872207671221,0.060696238015771425
